?parent_label	?label
"data"	"Bitmap object"
"data"	"CSV data set"
"data"	"Clustered data set"
"data"	"Digital gene expression (DGE) datasets"
"data"	"FACS data"
"data"	"GEO data type"
"data"	"GMTK parameter data"@en
"data"	"Gene expression data"
"data"	"Gene expression dataset"
"data"	"Gene list"
"data"	"Graph plot"
"data"	"HTML report"
"data"	"ILLUMINA data"
"data"	"Image"
"data"	"Interaction data"@en
"data"	"LC-MS data"
"data"	"MAQC data"
"data"	"Meta data"
"data"	"Microarray data"
"data"	"Mutual information matrix (MIM)"
"data"	"OMICS data"
"data"	"Ontology"
"data"	"Ringo"
"data"	"Text data set"
"data"	"biological sequence data"
"data"	"qPCR data"
"data"	"rama"
"data"	"safe"
"data format specification"@en	".bw"@en
"data format specification"@en	".data"
"data format specification"@en	".gz"@en
"data format specification"@en	".zip"@en
"data format specification"@en	"Binary format"
"data format specification"@en	"NONMEM data format"@en
"data format specification"@en	"RDF"
"data format specification"@en	"RIFF"@en
"data format specification"@en	"Textual format"
"data format specification"@en	"XML"
"data format specification"@en	"Xba.CQV and Xba.regions"
"data format specification"@en	"audio format"@en
"data format specification"@en	"binary format"
"data format specification"@en	"chamber slide format"
"data format specification"@en	"covdesc file"
"data format specification"@en	"design file"
"data format specification"@en	"document exchange format"
"data format specification"@en	"genomedata format"@en
"data format specification"@en	"gmt format"
"data format specification"@en	"image format"
"data format specification"@en	"log file"
"data format specification"@en	"logicFS dataset"
"data format specification"@en	"outline document format"
"data format specification"@en	"pair file"
"data format specification"@en	"pedigree data file"
"data format specification"@en	"programming language format"
"data format specification"@en	"sequence feature format"
"data format specification"@en	"spreadsheet format"
"data format specification"@en	"sproc"
"data format specification"@en	"sqlite"
"data format specification"@en	"web page specification"
"data format specification"@en	"word processing document format"
"data mining algorithm"	"ensemble algorithm"
"data mining algorithm"	"single generalization algorithm"
"data mining task"	"clustering task"
"data mining task"	"pattern discovery task"
"data mining task"	"predictive modeling task"
"data mining task"	"probability distribution estimation task"
"data processing algorithm"	"data cleaning algorithm"
"data processing algorithm"	"data construction algorithm"
"data processing algorithm"	"data integration algorithm"
"data processing algorithm"	"data selection algorithm"
"derivative code same license"	"Copyleft"@en
"dna"	"completely unambiguous pure dna"
"dna"	"pure dna"
"dna"	"unambiguous pure dna"
"document exchange format"	"PostScript"
"document exchange format"	"pdf"
"document exchange format"	"tex"
"generalization specification"	"ensemble specification"
"generalization specification"	"single generalization specification"
"graphical user interface"	"desktop graphical user interface"@en
"graphical user interface"	"web user interface"@en
"image format"	"DWG"
"image format"	"DXF"
"image format"	"raster image format"
"image format"	"vector image format"
"information content entity"	"Development status"
"information content entity"	"Topic"
"information content entity"	"algorithm"
"information content entity"	"clause"
"information content entity"	"data"
"information content entity"	"data format specification"@en
"information content entity"	"generalization specification"
"information content entity"	"license"@en
"information content entity"	"license clause"
"information content entity"	"programming language"
"information content entity"	"software"
"information content entity"	"software interface"
"information content entity"	"software license"
"information content entity"	"version name"
"information processing"	"annotation editing"
"information processing"	"averaging"
"information processing"	"biological data processing"
"information processing"	"center calculation"
"information processing"	"citation management"
"information processing"	"class discovery"
"information processing"	"class prediction"
"information processing"	"correction"
"information processing"	"cross validation"
"information processing"	"curve fitting"
"information processing"	"data annotation"
"information processing"	"data mining task"
"information processing"	"data normalization"
"information processing"	"data processing task"
"information processing"	"data storage"
"information processing"	"data visualization"
"information processing"	"data visualization task"
"information processing"	"database creation"
"information processing"	"dataset comparison"
"information processing"	"decision tree induction"
"information processing"	"descriptive statistical calculation"
"information processing"	"differential expression analysis"
"information processing"	"distance calculation"
"information processing"	"document outlining"
"information processing"	"feature extraction"
"information processing"	"file rendering"
"information processing"	"gene expression analysis"
"information processing"	"image compression"
"information processing"	"laboratory information management"
"information processing"	"manage computer operations"
"information processing"	"matrix manipulation"
"information processing"	"modelling"
"information processing"	"molecular sequence analysis"
"information processing"	"ontology engineering"
"information processing"	"parse"
"information processing"	"simulation and analysis of biochemical networks"
"information processing"	"software development"
"information processing"	"spreadsheet editing"
"information processing"	"text editing"
"information processing"	"word processing"
"license"@en	"Artistic License"
"license"@en	"Creative Commons"
"license"@en	"Fee-Based Commercial License"@en
"license"@en	"GNU AGPL"@en
"license"@en	"License without restrictions on derivatives"
"license"@en	"Non-Commercial No-Fee License"@en
"license"@en	"Open Data Commons"@en
"license"@en	"Open source software license"
"license"@en	"Proprietary commercial software license"
"license"@en	"Vendor-specific License"@en
"license"@en	"free to use license"@en
"license clause"	"Attribution clause"
"license clause"	"Derivatives clause"
"license clause"	"Distribution clause"
"license clause"	"Number of installations clause"
"license clause"	"Number of users clause"
"license clause"	"Platform clause"
"license clause"	"Purchase cost"
"license clause"	"Source code clause"
"license clause"	"Time clause"
"license clause"	"Usage clause"
"markx0 variant"	"markx0"
"markx0 variant"	"markx1"
"markx0 variant"	"markx10"
"markx0 variant"	"markx2"
"markx0 variant"	"markx3"
"material entity"	"organization"
"material entity"	"organization"@en
"matlab software"	"50-50 MANOVA"
"mega variant"	"mega"
"mega variant"	"meganon"
"nucleotide"	"completely unambiguous pure nucleotide"
"nucleotide"	"dna"
"nucleotide"	"pure nucleotide"
"nucleotide"	"rna"
"nucleotide"	"unambiguous pure nucleotide"
"obsolete SWO class"	"obsolete_.java file"
"obsolete SWO class"	"obsolete_BED format"
"obsolete SWO class"	"obsolete_Clustering algorithm"
"obsolete SWO class"	"obsolete_FACS ( fluorescence-activated cell sorter)"
"obsolete SWO class"	"obsolete_FASTA"
"obsolete SWO class"	"obsolete_FCS"
"obsolete SWO class"	"obsolete_Heatmap"
"obsolete SWO class"	"obsolete_Image"
"obsolete SWO class"	"obsolete_Information processing"
"obsolete SWO class"	"obsolete_MAGE tab format"
"obsolete SWO class"	"obsolete_MAGE-ML"
"obsolete SWO class"	"obsolete_Microarray data"
"obsolete SWO class"	"obsolete_Modified BSD License"@en
"obsolete SWO class"	"obsolete_OBO flat file format"
"obsolete SWO class"	"obsolete_PSI-MI format"
"obsolete SWO class"	"obsolete_SBML"
"obsolete SWO class"	"obsolete_SBML file"
"obsolete SWO class"	"obsolete_SBML model"
"obsolete SWO class"	"obsolete_TIFF image"
"obsolete SWO class"	"obsolete_XML"
"obsolete SWO class"	"obsolete_XML"
"obsolete SWO class"	"obsolete_gff format"
"obsolete SWO class"	"obsolete_html"
"obsolete SWO class"	"obsolete_jpeg"
"obsolete SWO class"	"obsolete_newick"
"obsolete SWO class"	"obsolete_ontology"
"obsolete SWO class"	"obsolete_pdf"
"obsolete SWO class"	"obsolete_png"
"obsolete SWO class"	"obsolete_ps"
"obsolete SWO class"	"obsolete_text file format"
"ontology engineering software"	"OBO-Edit"
"ontology engineering software"	"Protege 4"
"operating system"	"Linux"
"operating system"	"Mac OS"@en
"operating system"	"Microsoft Windows"
"operating system"	"Unix"
"organization"	"software developer organization"
"organization"	"software publisher organization"
"organization"@en	"software developer organization"
"organization"@en	"software publisher organization"
"outline document format"	"OPML"
"outline document format"	"OmniOutline format"
"pattern discovery task"	"sequence alignment"@en
"plain text file format"	"ASCII format"
"plain text file format"	"tab delimited file format"
"process"	"information processing"
"process"	"software development process"
"process"	"software publishing process"
"programming language"	"ActionScript"
"programming language"	"Ada"
"programming language"	"AppleScript"
"programming language"	"Assembly"
"programming language"	"C"
"programming language"	"C Sharp"
"programming language"	"C++"
"programming language"	"COBOL"
"programming language"	"ColdFusion"
"programming language"	"D"
"programming language"	"Delphi"
"programming language"	"Dylan"
"programming language"	"Eiffel"
"programming language"	"Excel"@en
"programming language"	"Forth"
"programming language"	"Fortran"
"programming language"	"GNU Octave"@en
"programming language"	"GWT"@en
"programming language"	"Groovy"
"programming language"	"Haskell"
"programming language"	"Java"
"programming language"	"JavaScript"
"programming language"	"LabVIEW"
"programming language"	"Lisp"
"programming language"	"Lua"
"programming language"	"MATLAB language"
"programming language"	"MLXTRAN"@en
"programming language"	"Maple"
"programming language"	"Mathematica"
"programming language"	"NMTRAN"@en
"programming language"	"PHP"
"programming language"	"Pascal"
"programming language"	"Perl"
"programming language"	"Prolog"
"programming language"	"Python"
"programming language"	"R language"
"programming language"	"REXX"
"programming language"	"Racket"
"programming language"	"Ruby"
"programming language"	"S language"@en
"programming language"	"SAS"
"programming language"	"SQL"
"programming language"	"Scala"
"programming language"	"Scheme"
"programming language"	"Shell"
"programming language"	"Smalltalk"
"programming language"	"Turing"
"programming language"	"VHDL"
"programming language"	"Verilog"
"programming language"	"Visual Basic"
"programming language format"	".class file"
"programming language format"	".java file"
"programming language format"	"Matlab .m file"
"protein"	"completely unambiguous pure protein"
"protein"	"pure protein"
"protein"	"unambiguous pure protein"
"pure"	"completely unambiguous pure"
"pure"	"pure nucleotide"
"pure"	"pure protein"
"pure"	"unambiguous pure"
"pure nucleotide"	"pure dna"
"pure nucleotide"	"pure rna"
"qual"	"qual454"
"qual"	"qualillumina"
"qual"	"qualsolexa"
"qual"	"qualsolid"
"raster image format"	"BMP"
"raster image format"	"CGM"
"raster image format"	"GIF"
"raster image format"	"JPEG"
"raster image format"	"JPEG 2000"
"raster image format"	"PNG"
"raster image format"	"TIFF"
"rna"	"completely unambiguous pure rna sequence"
"rna"	"pure rna"
"rna"	"unambiguous pure rna sequence"
"role"	"Knowledge representation role"@en
"role"	"Plugin"@en
"role"	"publisher role"
"role"	"software developer role"
"scanning software"	"Scanning software G2565AA version A6.3.1"
"search engine"	"Entrez"
"sequence alignment"@en	"multiple sequence alignment"@en
"sequence alignment"@en	"pairwise sequence alignment"@en
"sequence feature format"	"tabix file format"
"single generalization algorithm"	"clustering algorithm"
"single generalization algorithm"	"pattern discovery algorithm"
"single generalization algorithm"	"predictive modeling algorithm"
"single generalization algorithm"	"probability distribution estimation algorithm"
"single generalization specification"	"clustering specification"
"single generalization specification"	"pattern specification"
"single generalization specification"	"predictive model specification"
"single generalization specification"	"probability distribution specification"
"software"	"AIDA"
"software"	"Acuity"
"software"	"Adobe Acrobat Reader"
"software"	"Affymetrix Expression Console"
"software"	"Affymetrix GeneChip Operating Software"
"software"	"Affymetrix Software"
"software"	"Agilent Technologies Software"
"software"	"Applied Biosystems 1700 Expression Array System Software"
"software"	"ArrayGauge"
"software"	"ArrayNorm"
"software"	"ArrayVision"
"software"	"AtlasImage"
"software"	"BLAST"
"software"	"BRB-ArrayTools"
"software"	"BZScan"
"software"	"BasReader 3.01"
"software"	"Beadstudio"
"software"	"BioConductor Software"
"software"	"BioJava"
"software"	"BioPerl"
"software"	"BlueFuse"
"software"	"CARMAweb"
"software"	"COBRA"@en
"software"	"COPASI"
"software"	"ChipReader 3.1"
"software"	"ChipSkipper"
"software"	"Clustal"@en
"software"	"CodeLink Expression Analysis Software"
"software"	"CodeLink Expression Scanning Software"
"software"	"Cyber-T"
"software"	"Cytoscape"@en
"software"	"DAVID"
"software"	"Eclipse"
"software"	"Endnote"
"software"	"Ensembl"@en
"software"	"GACK"
"software"	"GEMTools 2.4"
"software"	"GLEAMS software"
"software"	"GMS"
"software"	"Gene Expression Atlas at EBI R statistics package"@en
"software"	"Gene Pix"
"software"	"GeneData Expressionist Analyst v4.0.5"
"software"	"GeneTac Analyser"
"software"	"GridGrinder"
"software"	"ICS-501 (version 2.3) Image Capture System"
"software"	"ImaGene"
"software"	"ImageQuant"
"software"	"ImageReader"
"software"	"Initial microarray data processing (data filtering, local normalisation and quality control)"
"software"	"IntelliJ IDEA"
"software"	"Jaguar"
"software"	"MAANOVA v1.2 package for MATLAB"
"software"	"MAGE-TAB inputting software"
"software"	"MATLAB"
"software"	"MAVI Pro"
"software"	"MIcroarray Analysis Suite"
"software"	"MUSCLE"@en
"software"	"Microsoft developed software"
"software"	"OmniOutliner"
"software"	"Optiquant"
"software"	"Pathways 2.01 software"
"software"	"PostgreSQL"
"software"	"Q"@en
"software"	"QuantArray scanner software"
"software"	"R software"
"software"	"RMAExpress"
"software"	"Rosetta Resolver"
"software"	"SAS/STAT Software, Version 8"
"software"	"SPSS"@en
"software"	"STARLIMS"
"software"	"ScanAlyze"
"software"	"ScanArray"
"software"	"Segway 1.2"@en
"software"	"Sequence Alignment and Modeling System"@en
"software"	"Silicon Genetics Genespring"
"software"	"Smultron"
"software"	"Spot quantification"
"software"	"Spotfinder [TIGR]"
"software"	"Spotfire"
"software"	"TCoffee"@en
"software"	"VCell"@en
"software"	"Weka"
"software"	"WordStar"
"software"	"XDotsReader"
"software"	"arrayWoRx"
"software"	"dChip"
"software"	"gcRMA quantification"
"software"	"iBioSim"@en
"software"	"matlab software"
"software"	"ontology engineering software"
"software"	"operating system"
"software"	"scanning software"
"software"	"search engine"
"software"	"software before Microsoft 2007"
"software"	"software suite"
"software"	"software with command line interface"
"software"	"software with image input"
"software before Microsoft 2007"	"Microsoft Excel 2002"
"software before Microsoft 2007"	"Microsoft Excel 2003"
"software interface"	"application programming interface"
"software interface"	"command-line interface"
"software interface"	"graphical user interface"
"software interface"	"web service"
"software license"	"Artistic License"
"software license"	"Creative Commons"
"software license"	"Fee-Based Commercial License"@en
"software license"	"GNU AGPL"@en
"software license"	"License without restrictions on derivatives"
"software license"	"Non-Commercial No-Fee License"@en
"software license"	"Open Data Commons"@en
"software license"	"Open source software license"
"software license"	"Proprietary commercial software license"
"software license"	"Vendor-specific License"@en
"software license"	"free to use license"@en
"software suite"	"Microsoft Office 2001"
"software with command line interface"	"BLAST+ 2.2.26"@en
"software with command line interface"	"CRG TCoffee 9.02.r1228"@en
"software with command line interface"	"DNDC"
"software with command line interface"	"DROID"
"software with command line interface"	"Dropbox"
"software with command line interface"	"EMBOSS package"
"software with command line interface"	"Grimoires"
"software with command line interface"	"Linux"
"software with command line interface"	"MUSCLE 3.8.31"@en
"software with command line interface"	"NONMEM"@en
"software with command line interface"	"Unix"
"software with image input"	"Adobe Illustrator 10"
